Fecha,Pacientes,Positivos,En_estudio
30/03/2021,0,0,0
30/03/2021,0,0,0
30/03/2021,0,0,0
31/03/2021,48,32,16
31/03/2021,31,20,11
31/03/2021,12,4,8
31/03/2021,234,123,111
31/03/2021,42,39,3
31/03/2021,0,0,0
31/03/2021,0,0,0
31/03/2021,0,0,0
31/03/2021,0,0,0
01/04/2021,51,34,17
01/04/2021,32,19,13
01/04/2021,13,9,4
01/04/2021,235,120,115
01/04/2021,0,0,0
01/04/2021,0,0,0
01/04/2021,0,0,0
01/04/2021,0,0,0
01/04/2021,0,0,0
02/04/2021,55,35,20
02/04/2021,29,17,12
02/04/2021,12,8,4
02/04/2021,206,118,88
02/04/2021,0,0,0
02/04/2021,0,0,0
02/04/2021,0,0,0
02/04/2021,0,0,0
02/04/2021,0,0,0
03/04/2021,56,30,26
03/04/2021,32,16,16
03/04/2021,11,8,3
03/04/2021,205,109,96
03/04/2021,27,24,3
03/04/2021,0,0,0
03/04/2021,0,0,0
03/04/2021,0,0,0
03/04/2021,0,0,0
04/04/2021,50,33,17
04/04/2021,33,17,16
04/04/2021,11,8,3
04/04/2021,229,166,63
04/04/2021,8,7,1
04/04/2021,0,0,0
04/04/2021,0,0,0
04/04/2021,0,0,0
04/04/2021,0,0,0
05/04/2021,47,29,18
05/04/2021,33,16,17
05/04/2021,11,6,5
05/04/2021,235,101,134
05/04/2021,45,43,2
05/04/2021,0,0,0
05/04/2021,0,0,0
05/04/2021,0,0,0
05/04/2021,0,0,0
06/04/2021,58,35,23
06/04/2021,33,17,16
06/04/2021,10,5,5
06/04/2021,242,105,137
06/04/2021,30,29,1
06/04/2021,0,0,0
06/04/2021,0,0,0
06/04/2021,0,0,0
06/04/2021,0,0,0
07/04/2021,64,38,26
07/04/2021,34,18,16
07/04/2021,12,5,7
07/04/2021,237,103,134
07/04/2021,44,40,4
07/04/2021,0,0,0
07/04/2021,0,0,0
07/04/2021,0,0,0
07/04/2021,0,0,0
08/04/2021,63,39,24
08/04/2021,35,16,19
08/04/2021,10,4,6
08/04/2021,216,107,109
08/04/2021,36,31,5
08/04/2021,0,0,0
08/04/2021,0,0,0
08/04/2021,0,0,0
08/04/2021,0,0,0
09/04/2021,64,42,22
09/04/2021,38,21,17
09/04/2021,7,4,3
09/04/2021,207,108,99
09/04/2021,37,29,8
09/04/2021,0,0,0
09/04/2021,0,0,0
09/04/2021,0,0,0
09/04/2021,0,0,0
10/04/2021,70,45,25
10/04/2021,41,23,18
10/04/2021,9,4,5
10/04/2021,204,94,110
10/04/2021,14,12,2
10/04/2021,0,0,0
10/04/2021,0,0,0
10/04/2021,0,0,0
10/04/2021,0,0,0
11/04/2021,70,44,26
11/04/2021,38,23,15
11/04/2021,11,3,8
11/04/2021,212,96,116
11/04/2021,18,15,3
11/04/2021,1,0,1
11/04/2021,0,0,0
11/04/2021,0,0,0
11/04/2021,0,0,0
12/04/2021,69,45,24
12/04/2021,40,24,16
12/04/2021,12,5,7
12/04/2021,205,99,106
12/04/2021,32,24,8
12/04/2021,0,0,0
12/04/2021,0,0,0
12/04/2021,0,0,0
12/04/2021,0,0,0
13/04/2021,63,44,19
13/04/2021,40,27,13
13/04/2021,12,8,4
13/04/2021,193,86,107
13/04/2021,28,20,8
13/04/2021,0,0,0
13/04/2021,0,0,0
13/04/2021,0,0,0
13/04/2021,0,0,0
14/04/2021,61,46,15
14/04/2021,35,23,12
14/04/2021,12,8,4
14/04/2021,185,86,99
14/04/2021,24,22,2
14/04/2021,0,0,0
14/04/2021,0,0,0
14/04/2021,0,0,0
14/04/2021,0,0,0
15/04/2021,58,40,18
15/04/2021,34,26,8
15/04/2021,13,10,3
15/04/2021,190,86,104
15/04/2021,27,23,4
15/04/2021,0,0,0
15/04/2021,0,0,0
15/04/2021,0,0,0
15/04/2021,0,0,0
16/04/2021,53,35,18
16/04/2021,32,22,10
16/04/2021,12,9,3
16/04/2021,197,83,114
16/04/2021,31,24,7
16/04/2021,0,0,0
16/04/2021,0,0,0
16/04/2021,0,0,0
16/04/2021,0,0,0
17/04/2021,61,38,23
17/04/2021,34,23,11
17/04/2021,10,8,2
17/04/2021,189,85,104
17/04/2021,26,20,6
17/04/2021,0,0,0
17/04/2021,0,0,0
17/04/2021,0,0,0
17/04/2021,0,0,0
18/04/2021,62,34,28
18/04/2021,33,22,11
18/04/2021,12,9,3
18/04/2021,197,85,112
18/04/2021,15,14,1
18/04/2021,0,0,0
18/04/2021,0,0,0
18/04/2021,0,0,0
18/04/2021,0,0,0
19/04/2021,62,39,23
19/04/2021,32,22,10
19/04/2021,12,9,3
19/04/2021,189,94,95
19/04/2021,37,34,3
19/04/2021,0,0,0
19/04/2021,0,0,0
19/04/2021,0,0,0
19/04/2021,0,0,0
20/04/2021,57,37,20
20/04/2021,34,26,8
20/04/2021,20,14,6
20/04/2021,191,79,112
20/04/2021,39,34,5
20/04/2021,0,0,0
20/04/2021,0,0,0
20/04/2021,0,0,0
20/04/2021,0,0,0
21/04/2021,53,38,15
21/04/2021,30,22,8
21/04/2021,13,10,3
21/04/2021,188,63,125
21/04/2021,39,31,8
21/04/2021,0,0,0
21/04/2021,0,0,0
21/04/2021,0,0,0
21/04/2021,0,0,0
22/04/2021,55,37,18
22/04/2021,28,19,9
22/04/2021,11,9,2
22/04/2021,185,87,98
22/04/2021,38,31,7
22/04/2021,0,0,0
22/04/2021,0,0,0
22/04/2021,0,0,0
22/04/2021,0,0,0
23/04/2021,50,35,15
23/04/2021,24,17,7
23/04/2021,10,9,1
23/04/2021,179,82,97
23/04/2021,37,34,3
23/04/2021,0,0,0
23/04/2021,0,0,0
23/04/2021,0,0,0
23/04/2021,0,0,0
24/04/2021,46,35,11
24/04/2021,24,17,7
24/04/2021,8,7,1
24/04/2021,173,75,98
24/04/2021,22,17,5
24/04/2021,0,0,0
24/04/2021,0,0,0
24/04/2021,0,0,0
24/04/2021,0,0,0
25/04/2021,51,37,14
25/04/2021,24,15,9
25/04/2021,7,7,0
25/04/2021,171,79,92
25/04/2021,20,17,3
25/04/2021,0,0,0
25/04/2021,0,0,0
25/04/2021,0,0,0
25/04/2021,0,0,0
26/04/2021,49,38,11
26/04/2021,28,19,9
26/04/2021,6,6,0
26/04/2021,173,78,95
26/04/2021,40,33,7
26/04/2021,0,0,0
26/04/2021,0,0,0
26/04/2021,0,0,0
26/04/2021,0,0,0
27/04/2021,52,35,17
27/04/2021,27,19,8
27/04/2021,6,6,0
27/04/2021,162,78,84
27/04/2021,34,30,4
27/04/2021,0,0,0
27/04/2021,0,0,0
27/04/2021,0,0,0
27/04/2021,0,0,0
28/04/2021,48,29,19
28/04/2021,27,17,10
28/04/2021,4,4,0
28/04/2021,151,72,79
28/04/2021,37,33,4
28/04/2021,0,0,0
28/04/2021,0,0,0
28/04/2021,0,0,0
28/04/2021,0,0,0
29/04/2021,43,28,15
29/04/2021,23,16,7
29/04/2021,5,4,1
29/04/2021,156,77,79
29/04/2021,37,34,3
29/04/2021,0,0,0
29/04/2021,0,0,0
29/04/2021,0,0,0
29/04/2021,0,0,0
30/04/2021,39,25,14
30/04/2021,22,14,8
30/04/2021,5,4,1
30/04/2021,160,78,82
30/04/2021,27,26,1
30/04/2021,0,0,0
30/04/2021,0,0,0
30/04/2021,0,0,0
30/04/2021,0,0,0
01/05/2021,36,22,14
01/05/2021,24,15,9
01/05/2021,4,3,1
01/05/2021,144,76,68
01/05/2021,10,9,1
01/05/2021,0,0,0
01/05/2021,0,0,0
01/05/2021,0,0,0
01/05/2021,0,0,0
02/05/2021,37,23,14
02/05/2021,26,17,9
02/05/2021,5,3,2
02/05/2021,147,71,76
02/05/2021,10,10,0
02/05/2021,0,0,0
02/05/2021,0,0,0
02/05/2021,0,0,0
02/05/2021,0,0,0
03/05/2021,33,20,13
03/05/2021,29,18,11
03/05/2021,6,4,2
03/05/2021,149,66,83
03/05/2021,29,27,2
03/05/2021,0,0,0
03/05/2021,0,0,0
03/05/2021,0,0,0
03/05/2021,0,0,0
04/05/2021,29,19,10
04/05/2021,24,13,11
04/05/2021,6,4,2
04/05/2021,135,68,67
04/05/2021,28,26,2
04/05/2021,0,0,0
04/05/2021,0,0,0
04/05/2021,0,0,0
04/05/2021,0,0,0
05/05/2021,33,19,14
05/05/2021,20,11,9
05/05/2021,7,4,3
05/05/2021,130,65,65
05/05/2021,11,10,1
05/05/2021,0,0,0
05/05/2021,0,0,0
05/05/2021,0,0,0
05/05/2021,0,0,0
06/05/2021,33,20,13
06/05/2021,19,15,4
06/05/2021,5,3,2
06/05/2021,133,61,72
06/05/2021,28,28,0
06/05/2021,0,0,0
06/05/2021,0,0,0
06/05/2021,0,0,0
06/05/2021,0,0,0
07/05/2021,28,18,10
07/05/2021,22,18,4
07/05/2021,6,3,3
07/05/2021,142,65,77
07/05/2021,29,28,1
07/05/2021,0,0,0
07/05/2021,0,0,0
07/05/2021,0,0,0
07/05/2021,0,0,0
08/05/2021,33,21,12
08/05/2021,26,18,8
08/05/2021,6,3,3
08/05/2021,136,65,71
08/05/2021,0,0,0
08/05/2021,0,0,0
08/05/2021,0,0,0
08/05/2021,0,0,0
08/05/2021,0,0,0
09/05/2021,31,18,13
09/05/2021,23,18,5
09/05/2021,5,1,4
09/05/2021,141,66,75
09/05/2021,12,11,1
09/05/2021,0,0,0
09/05/2021,0,0,0
09/05/2021,0,0,0
09/05/2021,0,0,0
10/05/2021,33,19,14
10/05/2021,24,18,6
10/05/2021,6,3,3
10/05/2021,143,66,77
10/05/2021,34,32,2
10/05/2021,0,0,0
10/05/2021,0,0,0
10/05/2021,0,0,0
10/05/2021,0,0,0
11/05/2021,32,17,15
11/05/2021,22,14,8
11/05/2021,6,3,3
11/05/2021,148,66,82
11/05/2021,28,28,0
11/05/2021,0,0,0
11/05/2021,0,0,0
11/05/2021,0,0,0
11/05/2021,0,0,0
12/05/2021,34,17,17
12/05/2021,24,16,8
12/05/2021,7,3,4
12/05/2021,143,68,75
12/05/2021,20,19,1
12/05/2021,0,0,0
12/05/2021,0,0,0
12/05/2021,0,0,0
12/05/2021,0,0,0
13/05/2021,33,17,16
13/05/2021,25,17,8
13/05/2021,8,5,3
13/05/2021,125,65,60
13/05/2021,29,29,0
13/05/2021,0,0,0
13/05/2021,0,0,0
13/05/2021,0,0,0
13/05/2021,0,0,0
14/05/2021,28,17,11
14/05/2021,19,15,4
14/05/2021,7,5,2
14/05/2021,116,60,56
14/05/2021,34,30,4
14/05/2021,0,0,0
14/05/2021,0,0,0
14/05/2021,0,0,0
14/05/2021,0,0,0
15/05/2021,26,15,11
15/05/2021,17,14,3
15/05/2021,5,3,2
15/05/2021,113,52,61
15/05/2021,15,15,0
15/05/2021,0,0,0
15/05/2021,0,0,0
15/05/2021,0,0,0
15/05/2021,0,0,0
16/05/2021,25,15,10
16/05/2021,14,9,5
16/05/2021,5,3,2
16/05/2021,117,54,63
16/05/2021,12,10,2
16/05/2021,0,0,0
16/05/2021,0,0,0
16/05/2021,0,0,0
16/05/2021,0,0,0
17/05/2021,27,17,10
17/05/2021,13,10,3
17/05/2021,8,3,5
17/05/2021,101,46,55
17/05/2021,20,19,1
17/05/2021,0,0,0
17/05/2021,0,0,0
17/05/2021,0,0,0
17/05/2021,0,0,0
18/05/2021,23,14,9
18/05/2021,15,13,2
18/05/2021,7,3,4
18/05/2021,99,42,57
18/05/2021,31,29,2
18/05/2021,0,0,0
18/05/2021,0,0,0
18/05/2021,0,0,0
18/05/2021,0,0,0
19/05/2021,21,12,9
19/05/2021,14,12,2
19/05/2021,6,4,2
19/05/2021,95,39,56
19/05/2021,24,23,1
19/05/2021,0,0,0
19/05/2021,0,0,0
19/05/2021,0,0,0
19/05/2021,0,0,0
20/05/2021,22,12,10
20/05/2021,12,11,1
20/05/2021,8,4,4
20/05/2021,87,35,52
20/05/2021,26,25,1
20/05/2021,0,0,0
20/05/2021,0,0,0
20/05/2021,0,0,0
20/05/2021,0,0,0
21/05/2021,20,14,6
21/05/2021,13,10,3
21/05/2021,6,3,3
21/05/2021,80,33,47
21/05/2021,21,20,1
21/05/2021,0,0,0
21/05/2021,0,0,0
21/05/2021,0,0,0
21/05/2021,0,0,0
22/05/2021,21,12,9
22/05/2021,15,10,5
22/05/2021,7,4,3
22/05/2021,88,32,56
22/05/2021,9,9,0
22/05/2021,0,0,0
22/05/2021,0,0,0
22/05/2021,0,0,0
22/05/2021,0,0,0
23/05/2021,24,12,12
23/05/2021,13,9,4
23/05/2021,7,4,3
23/05/2021,82,33,49
23/05/2021,0,0,0
23/05/2021,0,0,0
23/05/2021,0,0,0
23/05/2021,0,0,0
23/05/2021,0,0,0
24/05/2021,31,13,18
24/05/2021,17,10,7
24/05/2021,7,4,3
24/05/2021,91,36,55
24/05/2021,17,16,1
24/05/2021,0,0,0
24/05/2021,0,0,0
24/05/2021,0,0,0
24/05/2021,0,0,0
25/05/2021,28,17,11
25/05/2021,12,10,2
25/05/2021,9,4,5
25/05/2021,97,36,61
25/05/2021,16,15,1
25/05/2021,0,0,0
25/05/2021,0,0,0
25/05/2021,0,0,0
25/05/2021,0,0,0
26/05/2021,28,17,11
26/05/2021,10,9,1
26/05/2021,9,4,5
26/05/2021,96,35,61
26/05/2021,17,16,1
26/05/2021,0,0,0
26/05/2021,0,0,0
26/05/2021,0,0,0
26/05/2021,0,0,0
27/05/2021,27,14,13
27/05/2021,7,6,1
27/05/2021,7,5,2
27/05/2021,85,32,53
27/05/2021,18,17,1
27/05/2021,0,0,0
27/05/2021,0,0,0
27/05/2021,0,0,0
27/05/2021,0,0,0
28/05/2021,30,17,13
28/05/2021,8,6,2
28/05/2021,6,5,1
28/05/2021,82,29,53
28/05/2021,20,17,3
28/05/2021,0,0,0
28/05/2021,0,0,0
28/05/2021,0,0,0
28/05/2021,0,0,0
29/05/2021,33,20,13
29/05/2021,9,7,2
29/05/2021,7,6,1
29/05/2021,76,33,43
29/05/2021,13,11,2
29/05/2021,0,0,0
29/05/2021,0,0,0
29/05/2021,0,0,0
29/05/2021,0,0,0
30/05/2021,36,22,14
30/05/2021,9,6,3
30/05/2021,7,6,1
30/05/2021,80,33,47
30/05/2021,6,6,0
30/05/2021,0,0,0
30/05/2021,0,0,0
30/05/2021,0,0,0
30/05/2021,0,0,0
31/05/2021,30,20,10
31/05/2021,9,6,3
31/05/2021,6,6,0
31/05/2021,87,31,56
31/05/2021,20,15,5
31/05/2021,0,0,0
31/05/2021,0,0,0
31/05/2021,0,0,0
31/05/2021,0,0,0
01/06/2021,28,19,9
01/06/2021,8,5,3
01/06/2021,7,6,1
01/06/2021,91,30,61
01/06/2021,16,14,2
01/06/2021,0,0,0
01/06/2021,0,0,0
01/06/2021,0,0,0
01/06/2021,0,0,0
02/06/2021,34,21,13
02/06/2021,9,8,1
02/06/2021,7,4,3
02/06/2021,84,30,54
02/06/2021,17,15,2
02/06/2021,0,0,0
02/06/2021,0,0,0
02/06/2021,0,0,0
02/06/2021,0,0,0
03/06/2021,32,19,13
03/06/2021,9,7,2
03/06/2021,5,3,2
03/06/2021,82,34,48
03/06/2021,7,6,1
03/06/2021,0,0,0
03/06/2021,0,0,0
03/06/2021,0,0,0
03/06/2021,0,0,0
04/06/2021,29,19,10
04/06/2021,10,7,3
04/06/2021,6,3,3
04/06/2021,82,33,49
04/06/2021,7,6,1
04/06/2021,0,0,0
04/06/2021,0,0,0
04/06/2021,0,0,0
04/06/2021,0,0,0
05/06/2021,29,18,11
05/06/2021,11,8,3
05/06/2021,5,2,3
05/06/2021,84,33,51
05/06/2021,6,6,0
05/06/2021,0,0,0
05/06/2021,0,0,0
05/06/2021,0,0,0
05/06/2021,0,0,0
06/06/2021,30,17,13
06/06/2021,11,9,2
06/06/2021,4,3,1
06/06/2021,90,33,57
06/06/2021,5,5,0
06/06/2021,0,0,0
06/06/2021,0,0,0
06/06/2021,0,0,0
06/06/2021,0,0,0
07/06/2021,34,18,16
07/06/2021,11,10,1
07/06/2021,4,2,2
07/06/2021,95,31,64
07/06/2021,11,9,2
07/06/2021,0,0,0
07/06/2021,0,0,0
07/06/2021,0,0,0
07/06/2021,0,0,0
08/06/2021,38,21,17
08/06/2021,9,8,1
08/06/2021,4,2,2
08/06/2021,89,31,58
08/06/2021,15,12,3
08/06/2021,0,0,0
08/06/2021,0,0,0
08/06/2021,0,0,0
08/06/2021,0,0,0
09/06/2021,34,21,13
09/06/2021,7,7,0
09/06/2021,4,3,1
09/06/2021,93,31,62
09/06/2021,14,12,2
09/06/2021,0,0,0
09/06/2021,0,0,0
09/06/2021,0,0,0
09/06/2021,0,0,0
10/06/2021,31,21,10
10/06/2021,9,7,2
10/06/2021,5,3,2
10/06/2021,99,28,71
10/06/2021,13,11,2
10/06/2021,0,0,0
10/06/2021,0,0,0
10/06/2021,0,0,0
10/06/2021,0,0,0
11/06/2021,33,21,12
11/06/2021,10,9,1
11/06/2021,3,2,1
11/06/2021,94,25,69
11/06/2021,13,11,2
11/06/2021,0,0,0
11/06/2021,0,0,0
11/06/2021,0,0,0
11/06/2021,0,0,0
12/06/2021,31,19,12
12/06/2021,11,9,2
12/06/2021,3,1,2
12/06/2021,86,25,61
12/06/2021,14,11,3
12/06/2021,0,0,0
12/06/2021,0,0,0
12/06/2021,0,0,0
12/06/2021,0,0,0
13/06/2021,31,20,11
13/06/2021,11,8,3
13/06/2021,2,0,2
13/06/2021,87,27,60
13/06/2021,7,7,0
13/06/2021,0,0,0
13/06/2021,0,0,0
13/06/2021,0,0,0
13/06/2021,0,0,0
14/06/2021,34,24,10
14/06/2021,13,9,4
14/06/2021,2,0,2
14/06/2021,86,27,59
14/06/2021,12,12,0
14/06/2021,0,0,0
14/06/2021,0,0,0
14/06/2021,0,0,0
14/06/2021,0,0,0
15/06/2021,35,24,11
15/06/2021,12,7,5
15/06/2021,2,0,2
15/06/2021,83,27,56
15/06/2021,13,12,1
15/06/2021,0,0,0
15/06/2021,0,0,0
15/06/2021,0,0,0
15/06/2021,0,0,0
16/06/2021,35,24,11
16/06/2021,12,6,6
16/06/2021,3,0,3
16/06/2021,85,30,55
16/06/2021,10,9,1
16/06/2021,0,0,0
16/06/2021,0,0,0
16/06/2021,0,0,0
16/06/2021,0,0,0
17/06/2021,33,23,10
17/06/2021,10,9,1
17/06/2021,4,0,4
17/06/2021,76,36,40
17/06/2021,4,4,0
17/06/2021,0,0,0
17/06/2021,0,0,0
17/06/2021,0,0,0
17/06/2021,0,0,0
18/06/2021,31,22,9
18/06/2021,10,7,3
18/06/2021,3,0,3
18/06/2021,76,36,40
18/06/2021,11,11,0
18/06/2021,0,0,0
18/06/2021,0,0,0
18/06/2021,0,0,0
18/06/2021,0,0,0
19/06/2021,31,20,11
19/06/2021,10,7,3
19/06/2021,3,0,3
19/06/2021,80,35,45
19/06/2021,6,6,0
19/06/2021,0,0,0
19/06/2021,0,0,0
19/06/2021,0,0,0
19/06/2021,0,0,0
20/06/2021,30,20,10
20/06/2021,11,8,3
20/06/2021,2,0,2
20/06/2021,81,32,49
20/06/2021,4,4,0
20/06/2021,0,0,0
20/06/2021,0,0,0
20/06/2021,0,0,0
20/06/2021,0,0,0
21/06/2021,36,20,16
21/06/2021,11,8,3
21/06/2021,2,0,2
21/06/2021,82,34,48
21/06/2021,14,13,1
21/06/2021,0,0,0
21/06/2021,0,0,0
21/06/2021,0,0,0
21/06/2021,0,0,0
22/06/2021,38,19,19
22/06/2021,10,6,4
22/06/2021,3,0,3
22/06/2021,85,38,47
22/06/2021,16,15,1
22/06/2021,0,0,0
22/06/2021,0,0,0
22/06/2021,0,0,0
22/06/2021,0,0,0
23/06/2021,38,19,19
23/06/2021,10,7,3
23/06/2021,4,0,4
23/06/2021,85,38,47
23/06/2021,14,12,2
23/06/2021,0,0,0
23/06/2021,0,0,0
23/06/2021,0,0,0
23/06/2021,0,0,0
24/06/2021,41,20,21
24/06/2021,11,8,3
24/06/2021,4,0,4
24/06/2021,80,37,43
24/06/2021,18,17,1
24/06/2021,0,0,0
24/06/2021,0,0,0
24/06/2021,0,0,0
24/06/2021,0,0,0
25/06/2021,37,20,17
25/06/2021,13,8,5
25/06/2021,3,0,3
25/06/2021,80,37,43
25/06/2021,13,13,0
25/06/2021,0,0,0
25/06/2021,0,0,0
25/06/2021,0,0,0
25/06/2021,0,0,0
26/06/2021,32,20,12
26/06/2021,12,8,4
26/06/2021,1,0,1
26/06/2021,83,37,46
26/06/2021,14,12,2
26/06/2021,0,0,0
26/06/2021,0,0,0
26/06/2021,0,0,0
26/06/2021,0,0,0
27/06/2021,33,20,13
27/06/2021,13,9,4
27/06/2021,0,0,0
27/06/2021,82,36,46
27/06/2021,9,8,1
27/06/2021,0,0,0
27/06/2021,0,0,0
27/06/2021,0,0,0
27/06/2021,0,0,0
28/06/2021,39,22,17
28/06/2021,12,9,3
28/06/2021,0,0,0
28/06/2021,90,36,54
28/06/2021,26,21,5
28/06/2021,0,0,0
28/06/2021,0,0,0
28/06/2021,0,0,0
28/06/2021,0,0,0
29/06/2021,34,19,15
29/06/2021,14,9,5
29/06/2021,0,0,0
29/06/2021,101,46,55
29/06/2021,19,14,5
29/06/2021,0,0,0
29/06/2021,0,0,0
29/06/2021,0,0,0
29/06/2021,0,0,0
30/06/2021,34,19,15
30/06/2021,13,11,2
30/06/2021,1,0,1
30/06/2021,107,51,56
30/06/2021,25,23,2
30/06/2021,0,0,0
30/06/2021,0,0,0
30/06/2021,0,0,0
30/06/2021,0,0,0
01/07/2021,39,22,17
01/07/2021,14,10,4
01/07/2021,3,0,3
01/07/2021,103,52,51
01/07/2021,27,25,2
01/07/2021,0,0,0
01/07/2021,0,0,0
01/07/2021,0,0,0
01/07/2021,0,0,0
02/07/2021,35,23,12
02/07/2021,15,9,6
02/07/2021,2,0,2
02/07/2021,105,60,45
02/07/2021,30,26,4
02/07/2021,0,0,0
02/07/2021,0,0,0
02/07/2021,0,0,0
02/07/2021,0,0,0
03/07/2021,39,25,14
03/07/2021,17,12,5
03/07/2021,2,0,2
03/07/2021,112,66,46
03/07/2021,14,11,3
03/07/2021,0,0,0
03/07/2021,0,0,0
03/07/2021,0,0,0
03/07/2021,0,0,0
04/07/2021,41,22,19
04/07/2021,20,15,5
04/07/2021,1,0,1
04/07/2021,123,59,64
04/07/2021,11,10,1
04/07/2021,0,0,0
04/07/2021,0,0,0
04/07/2021,0,0,0
04/07/2021,0,0,0
05/07/2021,38,24,14
05/07/2021,21,14,7
05/07/2021,1,0,1
05/07/2021,124,77,47
05/07/2021,36,31,5
05/07/2021,0,0,0
05/07/2021,0,0,0
05/07/2021,0,0,0
05/07/2021,0,0,0
06/07/2021,34,19,15
06/07/2021,26,14,12
06/07/2021,2,0,2
06/07/2021,124,77,47
06/07/2021,36,31,5
06/07/2021,0,0,0
06/07/2021,0,0,0
06/07/2021,0,0,0
06/07/2021,0,0,0
07/07/2021,41,25,16
07/07/2021,28,15,13
07/07/2021,2,1,1
07/07/2021,137,78,59
07/07/2021,37,33,4
07/07/2021,0,0,0
07/07/2021,0,0,0
07/07/2021,0,0,0
07/07/2021,0,0,0
08/07/2021,45,28,17
08/07/2021,30,19,11
08/07/2021,3,1,2
08/07/2021,157,87,70
08/07/2021,33,28,5
08/07/2021,0,0,0
08/07/2021,0,0,0
08/07/2021,0,0,0
08/07/2021,0,0,0
09/07/2021,58,37,21
09/07/2021,33,24,9
09/07/2021,4,3,1
09/07/2021,159,93,66
09/07/2021,42,38,4
09/07/2021,0,0,0
09/07/2021,0,0,0
09/07/2021,0,0,0
09/07/2021,0,0,0
10/07/2021,60,38,22
10/07/2021,41,36,5
10/07/2021,6,2,4
10/07/2021,155,99,56
10/07/2021,42,37,5
10/07/2021,0,0,0
10/07/2021,0,0,0
10/07/2021,0,0,0
10/07/2021,0,0,0
11/07/2021,64,40,24
11/07/2021,43,35,8
11/07/2021,8,2,6
11/07/2021,161,93,68
11/07/2021,14,14,0
11/07/2021,0,0,0
11/07/2021,0,0,0
11/07/2021,0,0,0
11/07/2021,0,0,0
12/07/2021,60,37,23
12/07/2021,49,38,11
12/07/2021,10,2,8
12/07/2021,180,112,68
12/07/2021,40,38,2
12/07/2021,0,0,0
12/07/2021,0,0,0
12/07/2021,0,0,0
12/07/2021,0,0,0
13/07/2021,60,35,25
13/07/2021,53,41,12
13/07/2021,8,3,5
13/07/2021,199,127,72
13/07/2021,51,48,3
13/07/2021,0,0,0
13/07/2021,0,0,0
13/07/2021,0,0,0
13/07/2021,0,0,0
14/07/2021,57,29,28
14/07/2021,55,43,12
14/07/2021,14,4,10
14/07/2021,195,128,67
14/07/2021,49,44,5
14/07/2021,0,0,0
14/07/2021,0,0,0
14/07/2021,0,0,0
14/07/2021,0,0,0
15/07/2021,61,38,23
15/07/2021,63,48,15
15/07/2021,14,7,7
15/07/2021,216,130,86
15/07/2021,45,38,7
15/07/2021,0,0,0
15/07/2021,0,0,0
15/07/2021,0,0,0
15/07/2021,0,0,0
16/07/2021,71,52,19
16/07/2021,71,55,16
16/07/2021,12,9,3
16/07/2021,239,148,91
16/07/2021,60,52,8
16/07/2021,0,0,0
16/07/2021,0,0,0
16/07/2021,0,0,0
16/07/2021,0,0,0
17/07/2021,74,51,23
17/07/2021,74,51,23
17/07/2021,15,9,6
17/07/2021,252,153,99
17/07/2021,37,30,7
17/07/2021,0,0,0
17/07/2021,0,0,0
17/07/2021,0,0,0
17/07/2021,0,0,0
18/07/2021,83,60,23
18/07/2021,76,53,23
18/07/2021,14,8,6
18/07/2021,304,160,144
18/07/2021,19,17,2
18/07/2021,0,0,0
18/07/2021,0,0,0
18/07/2021,0,0,0
18/07/2021,0,0,0
19/07/2021,83,61,22
19/07/2021,81,57,24
19/07/2021,16,8,8
19/07/2021,310,145,165
19/07/2021,73,64,9
19/07/2021,0,0,0
19/07/2021,0,0,0
19/07/2021,0,0,0
19/07/2021,0,0,0
20/07/2021,91,60,31
20/07/2021,82,72,10
20/07/2021,20,11,9
20/07/2021,347,193,154
20/07/2021,80,73,7
20/07/2021,0,0,0
20/07/2021,0,0,0
20/07/2021,0,0,0
20/07/2021,0,0,0
21/07/2021,97,71,26
21/07/2021,88,76,12
21/07/2021,18,8,10
21/07/2021,356,228,128
21/07/2021,81,71,10
21/07/2021,0,0,0
21/07/2021,0,0,0
21/07/2021,0,0,0
21/07/2021,0,0,0
22/07/2021,112,83,29
22/07/2021,98,81,17
22/07/2021,19,10,9
22/07/2021,344,232,112
22/07/2021,84,76,8
22/07/2021,0,0,0
22/07/2021,0,0,0
22/07/2021,0,0,0
22/07/2021,0,0,0
23/07/2021,131,95,36
23/07/2021,106,86,20
23/07/2021,22,10,12
23/07/2021,337,220,117
23/07/2021,88,78,10
23/07/2021,0,0,0
23/07/2021,0,0,0
23/07/2021,0,0,0
23/07/2021,0,0,0
24/07/2021,129,93,36
24/07/2021,102,80,22
24/07/2021,28,13,15
24/07/2021,362,224,138
24/07/2021,67,59,8
24/07/2021,0,0,0
24/07/2021,0,0,0
24/07/2021,0,0,0
24/07/2021,0,0,0
25/07/2021,147,103,44
25/07/2021,120,94,26
25/07/2021,31,16,15
25/07/2021,403,229,174
25/07/2021,42,42,0
25/07/2021,0,0,0
25/07/2021,0,0,0
25/07/2021,0,0,0
25/07/2021,0,0,0
26/07/2021,168,109,59
26/07/2021,130,97,33
26/07/2021,30,16,14
26/07/2021,427,229,198
26/07/2021,98,87,11
26/07/2021,0,0,0
26/07/2021,0,0,0
26/07/2021,0,0,0
26/07/2021,0,0,0
27/07/2021,176,115,61
27/07/2021,139,102,37
27/07/2021,32,16,16
27/07/2021,467,261,206
27/07/2021,96,86,10
27/07/2021,0,0,0
27/07/2021,0,0,0
27/07/2021,0,0,0
27/07/2021,0,0,0
28/07/2021,173,116,57
